Site,Date ,Transect,Start Lat,Start Long,End Lat ,End Long,Species,Habitat,Crevice Depth (cm),Crevice Width (cm),Position (m),Size (cm),Notes
China Rock,20220702,3,36.60616,-121.95954,36.60631,-121.95947,H_cracherodii,B,20,5,17.8,9,
China Rock,20220702,3,36.60616,-121.95954,36.60631,-121.95947,H_cracherodii,B,20,5,17.8,5,
China Rock,20220702,3,36.60616,-121.95954,36.60631,-121.95947,H_cracherodii,B,20,5,17.8,4,
China Rock,20220702,3,36.60616,-121.95954,36.60631,-121.95947,H_cracherodii,B,20,5,17.8,4,
China Rock,20220702,3,36.60616,-121.95954,36.60631,-121.95947,H_cracherodii,B,20,5,17.8,10,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,30,5,5.3,9,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,45,15,5.3,10,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,55,5,5.3,8,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,15,5,5.3,13,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,5,5,5.3,7,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,55,5,5.3,13,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,90,5,5.3,10,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,5,4,5.1,8,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,2,2,5,6,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,35,4,5.5,13,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,40,4,5.5,9,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,45,4,5.3,11,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,50,4,5.3,8,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,55,4,5.2,10,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,70,4,5.1,12,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,60,5,5.3,8,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,50,11,5.3,9,
China Rock,20220703,4,36.60585,-121.95988,36.60573,-121.95998,H_cracherodii,B,55,9,5.5,8,
China Rock,20220703,5,36.60586,-121.96000,36.60571,-121.96014,H_cracherodii,B,35,9,12,10,
China Rock,20220703,5,36.60586,-121.96000,36.60571,-121.96014,H_cracherodii,B,35,9,12.1,15,
China Rock,20220703,5,36.60586,-121.96000,36.60571,-121.96014,H_cracherodii,B,25,3,4.7,9,
China Rock,20220703,5,36.60586,-121.96000,36.60571,-121.96014,H_cracherodii,B,25,6,0.4,8,
China Rock,20220712,6,36.60544,-121.96029,36.60529,-121.9602,H_cracherodii,R,25,3,2,7,
China Rock,20220712,6,36.60544,-121.96029,36.60529,-121.9602,H_cracherodii,R,30,10,2.7,8,
China Rock,20220712,6,36.60544,-121.96029,36.60529,-121.9602,H_cracherodii,R,10,8,15.6,11,
Pescadero,20220714,3,36.56115,-121.95428,36. 56106,-121.95418,H_cracherodii,R,35,5,3.1,7,
Pescadero,20220715,4,36.5611,-121.95414,36.56102,-121.95395,H_cracherodii,R,55,8,1.5,9,
Pescadero,20220715,4,36.5611,-121.95414,36.56102,-121.95395,H_cracherodii,R,55,8,"1,6",8,
Pescadero,20220715,4,36.5611,-121.95414,36.56102,-121.95395,H_cracherodii,R,55,8,"1,6",8,
Pescadero,20220715,4,36.5611,-121.95414,36.56102,-121.95395,H_cracherodii,R,55,8,1.7,5,
Pescadero,20220715,4,36.5611,-121.95414,36.56102,-121.95395,H_cracherodii,R,55,8,1.7,6,
Pescadero,20220715,4,36.5611,-121.95414,36.56102,-121.95395,H_cracherodii,B,60,15,9.7,5,
Pescadero,20220715,5,36.56101,-121.95424,36.56111,-121.95441,H_cracherodii,R,15,8,1.9,8,
Pescadero,20220715,5,36.56101,-121.95424,36.56111,-121.95441,H_cracherodii,R,15,8,1.9,8,
Pescadero,20220715,5,36.56101,-121.95424,36.56111,-121.95441,H_cracherodii,R,85,15,3.1,10,
Pescadero,20220715,5,36.56101,-121.95424,36.56111,-121.95441,H_cracherodii,R,85,15,3.1,10,
Pescadero,20220715,5,36.56101,-121.95424,36.56111,-121.95441,H_cracherodii,R,85,15,3.1,6,
Pescadero,20220715,5,36.56101,-121.95424,36.56111,-121.95441,H_cracherodii,R,85,15,3.1,8,
Pescadero,20220715,5,36.56101,-121.95424,36.56111,-121.95441,H_cracherodii,R,85,15,3.1,9,
Pescadero,20220715,5,36.56101,-121.95424,36.56111,-121.95441,H_cracherodii,R,65,10,11.3,8,
Pescadero,20220715,5,36.56101,-121.95424,36.56111,-121.95441,H_cracherodii,R,65,10,11.3,9,
Pescadero Point,20220716,6,36.56126,-121.95464,36.5615,-121.95472,H_cracherodii,B,25,4,1.3,14,
Pescadero Point,20220716,6,36.56126,-121.95464,36.5615,-121.95472,H_cracherodii,B,25,10,1.2,8,
Pescadero Point,20220716,6,36.56126,-121.95464,36.5615,-121.95472,H_cracherodii,B,15,25,7.4,12,
Pescadero Point,20220716,6,36.56126,-121.95464,36.5615,-121.95472,H_cracherodii,B,40,15,7.2,13,
Pescadero Point,20220716,6,36.56126,-121.95464,36.5615,-121.95472,H_cracherodii,B,40,15,7.2,14,
Pescadero Point,20220716,6,36.56126,-121.95464,36.5615,-121.95472,H_cracherodii,B,40,15,7.2,9,
Pescadero Point,20220716,6,36.56126,-121.95464,36.5615,-121.95472,H_cracherodii,B,20,15,13.7,10,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,15,10,2.8,13,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,15,10,2.8,10,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,55,5,3.4,10,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,50,5,7.5,8,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,50,5,7.5,10,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,20,8,7.2,15,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,80,10,8.3,16,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,30,10,8.5,7,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,30,10,8.5,15,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,20,5,8.7,10,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,20,5,8.7,6,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,B,90,12,12.3,15,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,B,90,12,12.3,15,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,B,90,12,12.3,12,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,B,90,12,12.3,13,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,B,90,12,12.3,10,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,B,90,12,12.3,14,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,B,90,12,12.3,15,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,B,90,12,12.3,13,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,20,10,12.9,10,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,B,90,12,12.3,14,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,30,4,14.1,16,
Carmel Point,20220717,1,36.54432,-121.93375,36.54417,-121.93382,H_cracherodii,R,25,10,19.4,11,
Carmel Point,20220717,2,36.54413,-121.9338,36.54396,-121.93394,H_cracherodii,R,10,4,2,10,
Carmel Point,20220717,2,36.54413,-121.9338,36.54396,-121.93394,H_cracherodii,R,15,4,2,13,
Carmel Point,20220717,2,36.54413,-121.9338,36.54396,-121.93394,H_cracherodii,R,20,4,2,8,
Carmel Point,20220717,2,36.54413,-121.9338,36.54396,-121.93394,H_cracherodii,R,15,4,3.8,11,
Carmel Point,20220717,2,36.54413,-121.9338,36.54396,-121.93394,H_cracherodii,R,75,8,11.7,12,
Carmel Point,20220717,2,36.54413,-121.9338,36.54396,-121.93394,H_cracherodii,R,5,6,13.2,8,
Carmel Point,20220727,3,36.54433,-121.93366,36.54415,-121.93378,H_cracherodii,B,50,5,1.8,10,
Carmel Point,20220727,3,36.54433,-121.93366,36.54415,-121.93378,H_cracherodii,B,50,9,2.6,15,
Carmel Point,20220728,4,36.54386,-121.93409,36.54374,-121.9342,H_cracherodii,R,4,6,1.95,10,
Carmel Point,20220728,4,36.54386,-121.93409,36.54374,-121.9342,H_cracherodii,R,5,6,1.96,7,
Carmel Point,20220728,4,36.54386,-121.93409,36.54374,-121.9342,H_cracherodii,R,5,6,1.94,7,
Carmel Point,20220728,4,36.54386,-121.93409,36.54374,-121.9342,H_cracherodii,B,15,7,7.3,11,
Carmel Point,20220728,4,36.54386,-121.93409,36.54374,-121.9342,H_cracherodii,B,20,7,7.3,12,
Carmel Point,20220728,4,36.54386,-121.93409,36.54374,-121.9342,H_cracherodii,B,22,7,7.3,9,
Carmel Point,20220728,4,36.54386,-121.93409,36.54374,-121.9342,H_cracherodii,R,15,12,4.9,5,
Carmel Point,20220730,5,36.5437,-121.93417,36.54351,-121.93419,H_cracherodii,B,20,4,19,7,
Carmel Point,20220730,5,36.5437,-121.93417,36.54351,-121.93419,H_cracherodii,B,10,5,7.4,10,
Carmel Point,20220730,5,36.5437,-121.93417,36.54351,-121.93419,H_cracherodii,B,10,4,4.4,9,
Soberanes,20220810,1,36.45287,-121.93024,36.45290,-121.93005,H_cracherodii,R,NA,NA,10.7,8,
Soberanes,20220810,1,36.45287,-121.93024,36.45290,-121.93005,H_cracherodii,R,10,5,10.95,5,
Soberanes,20220810,1,36.45287,-121.93024,36.45290,-121.93005,H_cracherodii,R,NA,5,4,10,
Soberanes,20220810,1,36.45287,-121.93024,36.45290,-121.93005,H_cracherodii,R,10,NA,4.6,10,
Soberanes,20220814,4,36.45251,-121.92971,36.45247,-121.92993,H_cracherodii,R,19,3,2.9,5,
Pt Pinos,20230306,2,36.63795 N,121.93669 W,36.63804 N , 121.93677W,H_cracherodii,C,10,7,19,8,
Pt Pinos,20230306,1,36.63756N,121.93589W,36.63767N,121.935671W,H_cracherodii,B,5,2.5,17,6,
Pt Pinos,20230306,1,36.63756N,121.93589W,36.63767N,121.935671W,H_cracherodii,B,45,7,15,11,
Pt Pinos,20230306,1,36.63756N,121.93589W,36.63767N,121.935671W,H_cracherodii,B,55,6,17,7,
Pt Pinos,20230306,1,36.63756N,121.93589W,36.63767N,121.935671W,H_cracherodii,B,55,6,17,10,
Pt Pinos,20230306,1,36.63756N,121.93589W,36.63767N,121.935671W,H_cracherodii,B,15,5,15,6,
Pt Pinos,20230306,1,36.63756N,121.93589W,36.63767N,121.935671W,H_cracherodii,B,15,5,15,7,
Pt Pinos,20230306,1,36.63756N,121.93589W,36.63767N,121.935671W,H_cracherodii,R,15,2,18.6,4,
Cannery Row,20230319,2,36.613780N,121.89746W ,36.61407N,121.89735W,H_cracherodii,B,35,60,11.4,15,
Cannery Row,20230319,2,36.613780N,121.89746W ,36.61407N,121.89735W,H_cracherodii,B,35,60,11.4,15,
Cannery Row,20230319,2,36.613780N,121.89746W ,36.61407N,121.89735W,H_cracherodii,R,20,15,11.4,20,
Cannery Row,20230319,3,36.61407N,121.89774W,36.61407N,121.89747W,H_cracherodii,B,35,15,4.9,4,
Cannery Row,20230319,3,36.61407N,121.89774W,36.61407N,121.89747W,H_cracherodii,B,35,15,4.9,8,
Cannery Row,20230319,3,36.61407N,121.89774W,36.61407N,121.89747W,H_cracherodii,B,35,15,4.9,6,
Cannery Row,20230319,3,36.61407N,121.89774W,36.61407N,121.89747W,H_cracherodii,B,35,15,4.9,4,
Cannery Row,20230319,3,36.61407N,121.89774W,36.61407N,121.89747W,H_cracherodii,B,35,15,4.9,5,
Cannery Row,20230319,3,36.61407N,121.89774W,36.61407N,121.89747W,H_cracherodii,B,40,10,0.9,6,
Cannery Row,20230319,3,36.61407N,121.89774W,36.61407N,121.89747W,H_cracherodii,B,40,10,0.9,11,
Cannery Row,20230319,3,36.61407N,121.89774W,36.61407N,121.89747W,H_cracherodii,B,20,5,11.2,12,
Pt Pinos,20230320,3,36.63757N,121.93603W,36.63767N,121.93623W,H_cracherodii,R,20,8,14,6,
Pt Pinos,20230320,3,36.63757N,121.93603W,36.63767N,121.93623W,H_cracherodii,R,20,8,14,6,
Pt Pinos,20230320,3,36.63757N,121.93603W,36.63767N,121.93623W,H_cracherodii,R,20,8,14,5,
Pt Pinos,20230320,4,36.638058N,121.936839W,36.63818N,121.93696W,H_cracherodii,R,16,4,15.6,10.5,
Pt Pinos,20230320,4,36.638058N,121.936839W,36.63818N,121.93696W,H_cracherodii,R,30,15,16.4,10,
Pt Pinos,20230320,6,36.63837N,121.93705W,36.63850N,121.93721W,H_cracherodii,C,5,5,16.4,10,
Pt Pinos,20230320,6,36.63837N,121.93705W,36.63850N,121.93721W,H_cracherodii,C,10,5,16.8,5,
Pt Pinos,20230320,6,36.63837N,121.93705W,36.63850N,121.93721W,H_cracherodii,C,10,5,16.8,5,
Pt Pinos,20230320,6,36.63837N,121.93705W,36.63850N,121.93721W,H_cracherodii,C,10,5,16.8,15,
Pt Pinos,20230320,6,36.63837N,121.93705W,36.63850N,121.93721W,H_cracherodii,C,150,7,18.2,10,
Pt Pinos,20230320,6,36.63837N,121.93705W,36.63850N,121.93721W,H_cracherodii,C,150,7,18.2,15,
Pt Pinos,20230320,6,36.63837N,121.93705W,36.63850N,121.93721W,H_cracherodii,C,150,7,18.2,8,
Pt Pinos,20230320,6,36.63837N,121.93705W,36.63850N,121.93721W,H_cracherodii,C,150,7,18.2,8,
Pt Pinos,20230320,6,36.63837N,121.93705W,36.63850N,121.93721W,H_cracherodii,C,150,7,18.2,8,
Pt Pinos,20230320,6,36.63837N,121.93705W,36.63850N,121.93721W,H_cracherodii,C,150,7,18.2,8,
Pt Pinos,20230320,3,36.63757N,121.93603W,36.63767N,121.93623W,H_cracherodii,R,20,8,14,6,
Pt Pinos,20230320,3,36.63757N,121.93603W,36.63767N,121.93623W,H_cracherodii,R,20,8,14,6,
Pt Pinos,20230320,3,36.63757N,121.93603W,36.63767N,121.93623W,H_cracherodii,R,20,8,14,5,
Hopkins,20230412,2,36.62113N,121.93603W,36.63767N,121.93623W,H_cracherodii,R,25,20,0.5,7,
Hopkins,20230412,3,36.62121N,121.90324W,36.62104N,121.90323W,H_cracherodii,R,80,15,7,5,
Hopkins,20230412,3,36.62121N,121.90324W,36.62104N,121.90323W,H_cracherodii,R,80,15,7,8,
Hopkins,20230412,3,36.62121N,121.90324W,36.62104N,121.90323W,H_cracherodii,R,80,15,7,4,
Hopkins,20230412,3,36.62121N,121.90324W,36.62104N,121.90323W,H_cracherodii,R,80,15,7,13,
Hopkins,20230412,3,36.62121N,121.90324W,36.62104N,121.90323W,H_cracherodii,R,50,10,13,14,
Hopkins,20230412,3,36.62121N,121.90324W,36.62104N,121.90323W,H_cracherodii,R,50,10,13.5,10,
Hopkins,20230412,3,36.62121N,121.90324W,36.62104N,121.90323W,H_cracherodii,R,80,20,17,12,
Hopkins,20230412,3,36.62121N,121.90324W,36.62104N,121.90323W,H_cracherodii,R,80,20,17,14,
Hopkins,20230412,3,36.62121N,121.90324W,36.62104N,121.90323W,H_cracherodii,R,90,20,18,8,
Hopkins,20230416,5,36.62154N,121.80350W,36.62174N,121.90360W,H_cracherodii,R,15,26,4,7,
Hopkins,20230416,5,36.62154N,121.80350W,36.62174N,121.90360W,H_cracherodii,R,15,26,4,10,
Hopkins,20230416,4,35.62136N,121.909331W,36.62153N,121.90334W,H_cracherodii,R,40,6,16,1.9,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,R,20,5,1.6,8,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,R,20,5,1.6,8,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,R,20,5,1.6,11,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,R,20,3,3.9,7,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,R,15,3,1.8,10,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,R,30,10,8.1,11,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,R,30,10,8.1,8,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,R,40,10,8.9,15,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,R,40,10,8.9,10,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,R,40,10,8.9,6,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,20,5,12.2,15,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,20,5,12.2,14,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,20,5,12.2,12,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,20,5,12.2,16,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,20,5,12.2,11,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,20,5,12.2,11,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,20,5,12.2,12,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,20,5,12.2,6,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,20,5,12.2,3,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,25,5,13.7,6,
Carmel Point,20230417,1,36.54434N,121.93371W,36.54417N,121.93378W,H_cracherodii,B,25,5,13.7,7,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,23,15,2.7,10,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,23,15,2.7,11,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,23,15,2.7,12,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,23,15,2.7,12,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,24,15,4.9,12,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,24,15,4.9,13,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,24,15,4.9,11,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,NA,NA,7.6,9,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,15,6,9.4,10,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,10,7,9.5,7,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,7.5,3.5,10.6,3,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,7.5,3.5,10.6,2.5,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,7.5,3.5,10.6,2.5,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,7.5,3.5,10.6,2.5,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,10,1.5,10.9,2.5,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,10,1.5,10.9,1.5,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,25,2.5,13.2,2,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,15,6,13.6,7,
Carmel Point,20230417,2,36.54415N,121.93379W,36.54398N,121.93384W,H_cracherodii,R,20,15,18.7,10,
Carmel Point,20230417,3,36.54369N,121.93389W,36.54384N,121.93401W,H_cracherodii,R,15,10,3,10,
Carmel Point,20230417,3,36.54369N,121.93389W,36.54384N,121.93401W,H_cracherodii,R,15,10,3,15,
Carmel Point,20230417,3,36.54369N,121.93389W,36.54384N,121.93401W,H_cracherodii,R,15,10,3,15,
Carmel Point,20230417,3,36.54369N,121.93389W,36.54384N,121.93401W,H_cracherodii,R,60,20,4,10,
Carmel Point,20230417,3,36.54369N,121.93389W,36.54384N,121.93401W,H_cracherodii,R,60,20,4,10,
Carmel Point,20230417,3,36.54369N,121.93389W,36.54384N,121.93401W,H_cracherodii,R,60,20,4,15,
Carmel Point,20230417,3,36.54369N,121.93389W,36.54384N,121.93401W,H_cracherodii,R,60,20,4,15,
Carmel Point,20230417,3,36.54369N,121.93389W,36.54384N,121.93401W,H_cracherodii,R,15,10,2,15,
Carmel Point,20230417,3,36.54369N,121.93389W,36.54384N,121.93401W,H_cracherodii,R,55,20,2,15,
Carmel Point,20230417,3,36.54369N,121.93389W,36.54384N,121.93401W,H_cracherodii,C,25,10,20,12,
Carmel Point,20230417,4,36.54384N,121.939404W,36.56372N,121.93417W,H_cracherodii,Crevice,30,5,19,10,
Carmel Point,20230417,4,36.54384N,121.939404W,36.56372N,121.93417W,H_cracherodii,Crevice,5,3,14.3,5,
Soberanes,20230422,1,36.452084N,121.929642W,36.45272N,121.92994W,H_cracherodii,Crevice,10,15,5.4,10,
Soberanes,20230422,1,36.452084N,121.929642W,36.45272N,121.92994W,H_cracherodii,Crevice,10,10,6,6,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,10,7,3.2,5,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,11,10,6,7,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,7,10,6.8,4,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,6,6,8.2,4,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,15,10,8.4,8,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,15,10,8.4,9,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,15,10,8.4,8,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,15,10,8.4,3,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,15,18,10.9,8,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,25,20,13.8,5,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,8,15,13.7,7,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,30,20,14.6,9,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,30,20,14.6,9,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,30,20,14.6,10,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,30,20,14.6,5,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,5,5,14.9,5,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,NA,NA,15.8,8,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,10,10,19,9,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,10,5,20,12,
Soberanes,20230422,3,36.452407N,121.930027W,36.452514N,121.929839W,H_cracherodii,R,10,5,20,11,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,25,17,0.8,7,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,5,10,4.7,10,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,13,5,6.5,10,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,13,5,6.5,7,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,13,5,6.5,2,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,12,10,6.4,6,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,10,12,6.5,8,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,10,4,11.3,8,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,25,7,11.3,11,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,25,7,11.3,2,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,5,7,14.2,3,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,15,7,14.2,3,
Soberanes,20230422,4,36.45239N,121.9300027W,36.452321N,121.9298390W,H_cracherodii,R,10,9,16.7,9,
Carmel Pt,20230703,1,36.54433,-121.93378,36.54415,-121.93385,H_cracherodii,B,50,10,2.1,12,
Carmel Pt,20230703,1,36.54433,-121.93378,36.54415,-121.93385,H_cracherodii,B,50,10,2.1,9,
Carmel Pt,20230703,1,36.54433,-121.93378,36.54415,-121.93385,H_cracherodii,R,65,21,6.6,11,
Carmel Pt,20230703,1,36.54433,-121.93378,36.54415,-121.93385,H_cracherodii,R,65,21,6.6,7,
Carmel Pt,20230703,1,36.54433,-121.93378,36.54415,-121.93385,H_cracherodii,R,65,21,6.6,6,
Carmel Pt,20230703,1,36.54433,-121.93378,36.54415,-121.93385,H_cracherodii,R,0,0,8.2,10,
Carmel Pt,20230703,1,36.54433,-121.93378,36.54415,-121.93385,H_cracherodii,R,20,15,7.1,5,
Carmel Pt,20230703,1,36.54433,-121.93378,36.54415,-121.93385,H_cracherodii,R,20,15,7.1,12,
Carmel Pt,20230703,1,36.54433,-121.93378,36.54415,-121.93385,H_cracherodii,R,25,8,8.3,11,
